,id,stmt_date,HQ_city,legal_struct,ateco_sector,def_date,fs_year,asst_intang_fixed,asst_tang_fixed,asst_fixed_fin,asst_current,AR,cash_and_equiv,asst_tot,eqty_tot,eqty_corp_family_tot,liab_lt,liab_lt_emp,debt_bank_st,debt_bank_lt,debt_fin_st,debt_fin_lt,AP_st,AP_lt,debt_st,debt_lt,rev_operating,COGS,prof_operations,goodwill,inc_financing,exp_financing,prof_financing,inc_extraord,taxes,profit,days_rec,ebitda,roa,roe,wc_net,margin_fin,cf_operations
127296,326850260,12/31/09,26,SRL,68,12/31/99,2009,4048,7957571,0,662230,54787,30946,8628783,6999094,,408,0,,,,,,,793265,822608,402300,307815,94485,240950,-83744,85018,0,-2,10739,-13345,,240950,1.09,-0.19,-131035,-962525,133120
126852,325520302,12/31/09,30,SRL,41,12/31/99,2009,60137,618967,3076,2263219,862506,598592,2971702,801063,,4045,243587,69250,683839,0,0,1041187,0,1235365,685858,5110474,4920204,190270,1215350,-13345,17163,0,-110,176815,99862,,308557,6.4,12.47,1027854,118883,218149
127090,326280609,12/31/09,58,SRL,28,12/31/99,2009,3251,725012,0,4415586,3597857,51642,5148933,3164949,,117845,112737,117717,0,0,0,1479467,0,1742814,9411,3140220,2990709,149511,443176,-16197,16389,0,159705,293019,184986,,201948,2.9,5.84,2672772,2436686,237423
4603028,10658380158,12/31/09,15,SRL,46,2/9/11,2009,56723,156933,6154,4438682,3055427,34715,4658492,59122,,0,9361,866079,7880,0,0,3471925,0,4582129,7880,3973495,3805712,167783,340337,-136252,141257,0,-995,30536,-79938,,231703,3.6,-135.21,-143447,-160688,-16018
4497553,5530850964,12/31/09,15,SRU,41,8/11/10,2009,26399,243797,0,1964044,1806564,135255,2288689,-39117,,0,427,0,0,0,27817,2033961,0,2280175,27817,4443959,4472810,-28851,2180467,-5887,6447,0,0,-34738,-75313,-185.62,85397,-1.26,,-316131,,38935
127300,326860194,12/31/09,19,SRL,14,12/31/99,2009,201,644835,238,2721838,1247924,9064,3374360,667634,,0,456688,355329,0,0,996763,478249,0,1245625,996762,1920772,2259693,-338921,496511,-15643,15741,0,-211613,-566177,-573485,,-268858,-10.04,-85.9,1476213,22360,-503422
127105,326320108,12/31/09,10,SRL,19,12/31/99,2009,0,0,0,1804541,11800,89,1804823,1181339,,0,0,30277,0,0,0,152457,0,623484,0,245405,273447,-28042,-28042,-79,79,0,0,-28121,-28121,,-28042,-1.55,-2.38,1181057,1181339,-28121
4530929,1942390038,12/31/09,3,SRU,68,2/15/11,2009,0,5588,0,1871092,145629,370,1881819,-209668,,0,3208,172836,776787,0,0,300649,0,1270165,810679,444447,599491,-155044,-136770,-64677,64677,0,1,-219720,-219720,,-152742,-8.24,,600927,,-217418
4518889,1366100483,12/31/09,100,SRU,41,2/15/11,2009,4220,11390,48592,1574241,1374092,149,1638644,208130,,105473,0,1088534,0,1000,0,-64940,0,1324150,0,215171,463979,-248808,-245889,-96491,96555,0,174782,-170517,-183391,,-245889,-15.18,-88.11,250091,143928,-180472
126857,325530129,12/31/09,12,SRL,46,12/31/99,2009,0,2714277,3100,2717138,672486,246090,5464182,4270263,,280830,133922,0,0,0,0,361171,0,637903,75616,2038800,2030667,8133,495990,18532,727,8727,3800,39192,16218,,159557,0.15,0.38,2079235,1552886,167642
4531077,1949920647,12/31/09,64,SRL,26,2/15/11,2009,392580,46322,44935,14518842,14438171,48640,15005499,1279158,,0,0,18914,0,0,0,13465403,0,13725471,0,75678660,74961043,717617,942599,-51565,52731,0,-5586,660466,426666,,939062,4.78,33.36,793371,795321,648111
127374,327050654,12/31/09,65,SRL,20,12/31/99,2009,36415,5630754,2419,6705186,6057914,17759,12417908,7241562,,29282,415642,603474,1655962,0,10903,1678928,0,2740324,1703256,6025917,5697528,328389,1561687,-95530,95901,0,7775,240634,62492,,733583,2.64,0.86,3964862,1571974,467686
4529099,1852990231,12/31/09,23,SRL,25,2/7/11,2009,0,18506,0,1528743,1051079,1614,1551592,84675,,0,220408,552645,35000,0,0,404545,0,1035284,176074,1391292,1352804,38488,453604,-48969,49411,0,-27548,-38029,-56859,,45336,2.48,-67.15,493459,66169,-50011
126554,324750686,12/31/09,68,SRL,28,12/31/99,2009,184004,5682781,26811,5970078,3583723,173489,11923390,5393688,,0,655644,82642,3208366,0,0,2178642,0,2665692,3208366,8541896,8578921,-37025,3433595,-137651,138950,0,204284,29608,-34014,203.63,974143,-0.31,-0.63,3304386,-499908,977154
127067,326240371,12/31/09,37,SPA,70,12/31/99,2009,0,0,1493292,365147,77602,287545,1858439,1845508,,0,0,0,0,0,0,12931,0,12931,0,21598,16396,5202,5202,1196,1,0,1,6399,4544,,5202,0.28,0.25,352216,352216,4544
126435,324410430,12/31/09,43,SRL,45,12/31/99,2009,42115,850263,273484,9371960,5145231,20879,10592738,2440495,,0,82980,830656,2099089,0,0,3968907,0,5966112,2099089,16622986,16087130,535856,1130002,-303631,318018,0,0,232225,104599,90.95,720854,5.06,4.29,3405848,1274633,289597
126806,325400372,12/31/09,36,SPA,25,12/31/99,2009,15492,7349123,4865839,4076639,3532914,533,16441166,4670740,,3864,699465,5429982,4148208,0,0,885343,0,6918889,4148208,5174155,5650114,-475959,2242039,-58859,260067,0,-141830,-676648,-729297,259.6,-45723,-2.89,-15.61,-2842250,-7559714,-299061
126515,324700426,12/31/09,42,SRL,55,12/31/99,2009,24491,3336282,0,283713,201868,71792,3649437,166786,,0,28894,342047,2095345,0,0,617241,0,1005868,2097114,806139,843351,-37212,305152,-139346,139352,0,3663,-172895,-149361,,135377,-1.02,-89.55,-722155,-3193987,23228
127176,326490174,12/31/09,17,SRL,68,12/31/99,2009,48848,76857,0,2318938,1740976,577962,2451176,1315381,,40613,295205,0,0,1577,0,114144,0,788387,0,2714588,2330327,384261,2020128,13853,0,0,-723,397391,167421,-59.65,471504,15.68,12.73,1530551,1189676,254664
127101,326290368,12/31/09,36,SRL,46,12/31/99,2009,149,1422649,19638,360876,102078,937,1804374,1291483,,0,21302,69357,0,0,0,125643,0,210528,271717,417411,466907,-49496,15838,-9402,9470,0,-1,-58899,-60076,,-30007,-2.74,-4.65,150348,-150953,-40587
126904,325670164,12/31/09,15,SRU,28,12/31/99,2009,0,2065998,1101,2616077,1930616,197228,4693859,4065483,,2568,204538,2648,0,0,0,273862,0,421270,0,1819374,1880402,-61028,698381,-159,1417,0,2,-61185,-63373,,30858,-1.3,-1.56,2194807,1998384,28513
126720,325170363,12/31/09,36,SPA,52,12/31/99,2009,1080,2361276,1407,626669,472990,101739,3010403,2475216,,0,292971,0,0,0,0,87438,0,232053,9300,1063724,1113437,-49713,648742,692,207,0,-3,-49024,-58265,,867,-1.65,-2.35,394616,111453,-7685
126845,325490357,12/31/09,35,SPA,11,12/31/99,2009,641230,4648008,0,44960860,35611252,151155,50760066,7819457,,242563,579993,29559600,3144973,0,0,8108519,0,38624007,3144973,84139865,81940090,2199775,6280905,-1863757,2517566,0,725574,1061592,272665,102.69,3279555,4.33,3.49,6336853,2530219,1352445
127237,326610375,12/31/09,37,SAU,45,12/31/99,2009,0,1573620,223869,108234689,101567430,846328,114560782,26329250,,15965460,2066516,0,0,0,0,15072235,0,70003962,0,411241942,398952452,12289490,26578130,-8441157,8913526,0,0,3848333,767785,1.63,13644962,10.73,2.92,38230727,24531761,2123257
126450,324440569,12/31/09,56,SRL,41,12/31/99,2009,0,4834356,153,3347101,840032,261179,8181781,3830665,,30345,0,251793,2883300,0,0,561495,0,1416856,2883300,608873,492348,116525,312279,-81189,81512,0,-5714,29622,1465,,312279,1.42,0.04,1930245,-1003844,197219
4497160,5455670967,12/31/09,15,SRL,68,8/11/10,2009,5374,0,9918448,2959822,468842,2720,12883644,-22673274,,0,0,5185203,0,0,0,1093232,0,14156918,21400000,0,243511,-243511,-45124,-1048661,1074881,-27134417,3748,-28422841,-28409994,,-45124,-1.89,,-11197096,,-28211607
127286,326830635,12/31/09,63,SRL,45,12/31/99,2009,0,1130398,15846,6388292,3340066,1514226,8149016,1680291,,0,193614,721060,1042614,0,0,2973563,0,3888474,1986448,10157147,9713222,443925,997224,-117784,125100,0,20598,346739,210648,70.3,482429,5.45,12.54,2499818,534047,249152
126905,325680791,12/31/09,79,SRL,68,12/31/99,2009,0,2258046,0,76289,52045,24244,2335929,1740001,,0,0,350072,62529,0,0,6167,0,376586,210272,212081,124077,88004,154930,-1440,1985,0,0,86564,50563,-35.79,154930,3.77,2.91,-300297,-518045,117489
127333,326980273,12/31/09,27,SRL,68,12/31/99,2009,51003,1624180,587050,183597,157434,26163,2448178,508937,,0,0,68877,281759,0,0,11849,0,1657482,281759,292617,311355,-18738,40499,17892,12194,0,0,-846,-6638,,40499,-0.77,-1.3,-1473885,-1753296,52599
127180,326490414,12/31/09,41,SRU,68,12/31/99,2009,0,1581367,112,163540,56485,107055,1745019,1599590,,0,5018,,,,,,,67287,62000,66750,80490,-13740,39955,1120,5,0,2,-12618,-18883,,20436,-0.79,-1.18,96253,18111,15293
127189,326500519,12/31/09,51,SRL,13,12/31/99,2009,0,26381,19274,1703967,1025673,59144,1757110,50013,,0,84826,,0,,137961,,0,1425832,137961,2708406,2638018,70388,212704,-44221,44305,0,-1,26166,6464,,80022,4.01,12.92,278135,4358,16098
127041,326220373,12/31/09,37,SPA,46,12/31/99,2009,40983,89744,304,9817268,4885167,2576406,9984622,3276937,,290000,1088805,0,0,0,0,2983904,0,4665794,494100,14994753,14012652,982101,3003508,-6636,18983,0,0,975465,601580,48.99,1061635,9.84,18.36,5151474,3145906,681114
127367,327010286,12/31/09,28,SPA,25,12/31/99,2009,202064,14424775,11,15819740,11775744,73463,30535594,15662907,,0,1276807,631136,3427604,0,0,8155750,0,9968495,3427604,28606697,28073751,532946,6639933,-116358,173618,0,0,416588,113355,93.15,1453332,1.75,0.72,5851245,1036057,1033741
126413,324370410,12/31/09,41,SRU,55,12/31/99,2009,0,2159031,4214346,152853,152549,304,6527941,3408491,,0,0,100235,26669,0,0,19728,0,240617,2878359,318853,283971,34882,130979,-6922,6922,0,-614,27346,12544,55.74,130979,0.53,0.37,-87764,-2964886,108641
4535627,2138040130,12/31/09,28,SRU,31,2/15/11,2009,143109,94259,1000,1139890,394684,16242,1680518,77328,,0,79093,,0,,0,,0,1524097,0,1024437,853611,170826,518515,-92127,92127,0,-2,78697,67330,,312381,10.17,87.07,-384207,-161040,208885
126532,324740273,12/31/09,27,SRL,55,12/31/99,2009,6802,1403674,103,92804,92755,49,1508180,78363,,0,0,402562,711909,0,0,16539,0,419557,1003484,683978,653947,30031,258576,-49805,49938,0,0,-19774,-26243,,108059,1.99,-33.49,-326753,-1332216,51785
127072,326240819,12/31/09,81,SRU,46,12/31/99,2009,6656,4968839,516,6305536,2310865,2592,11309396,1389192,,5831566,46484,702558,2873800,23815,0,211467,0,1159912,2882050,3718220,3209820,508400,1308960,9634,21574,0,-40350,477684,113623,,552473,4.5,8.18,5145624,-3586819,157696
4521295,1481110433,12/31/09,43,SRL,32,2/7/11,2009,220547,437165,310,1441540,377549,473102,2102815,65638,,24964,113870,146006,380052,0,0,813479,0,1470236,423052,2040568,1982492,58076,669912,-75718,76069,0,-5671,-23313,-43048,,160793,2.76,-65.58,-28696,-592384,59669
708688,1365310885,12/31/10,88,SRU,68,12/31/99,2010,322,2240704,0,390258,385204,5054,2631284,-38432,,0,6887,,,,,,,362637,2300000,125430,127761,-2331,105383,-54248,54269,0,-1,-56580,-48432,,70960,-0.09,,27621,,24859
708754,1365350550,12/31/10,55,SRU,1,12/31/99,2010,6733,4342627,0,647419,225109,2156,5001013,2308770,,0,18180,560043,0,0,0,232021,0,2670544,0,875161,770176,104985,418987,-51695,51717,0,-52748,542,-44182,,206756,2.1,-1.91,-2023125,-2040590,57589
710469,1367190228,12/31/10,22,SRL,26,12/31/99,2010,310068,464535,50700,3028629,2740555,40700,3874494,397757,,0,210822,411958,842917,0,0,803917,0,2180167,842917,3786847,3643741,143106,1333958,-87247,87447,0,135530,191389,64799,,188550,3.69,16.29,848462,-427546,110243
710158,1366820932,12/31/10,93,SRL,46,12/31/99,2010,26790,38984,155,2735083,1979743,530025,2814707,1022480,,7768,81743,683,12906,0,0,1499773,0,1655091,8604,4196684,4052457,144227,454736,-2046,2716,0,-16553,125628,62159,,220535,5.12,6.08,1079992,956551,138467
708243,1364860336,12/31/10,33,SRU,49,12/31/99,2010,0,62169,0,1458927,1419544,14383,1534269,440347,,0,0,168282,0,0,0,144475,0,322078,771844,1912034,1883368,28666,408339,-16299,17635,0,8617,20984,5404,233.98,106264,1.87,1.23,1136849,378178,83002
709400,1365960069,12/31/10,6,SRL,68,12/31/99,2010,0,1473568,0,259617,25966,233651,1733185,1429595,,0,0,0,0,0,0,325,0,294690,8900,72238,60230,12008,39709,9,2,0,0,12017,6618,,39709,0.69,0.46,-35073,-43973,34319
708460,1365110418,12/31/10,41,SRL,41,12/31/99,2010,0,0,0,1903269,158990,10,1903269,22400,,0,0,52487,706688,0,0,130802,0,225181,1655688,60319,46522,13797,13797,-23436,23436,0,15000,5361,711,,13797,0.72,3.17,1678088,22400,711
708249,1364860666,12/31/10,66,SPA,38,12/31/99,2010,314855,2363092,15419,3000105,2908250,2854,5900472,179373,,21158,238726,1049134,1138746,0,0,2226061,0,4228759,1228537,4451641,4283503,168138,2472977,-108040,140907,0,30501,90599,465,,1004221,2.85,0.26,-1228654,-2513993,836548
709368,1365930484,12/31/10,48,SPA,68,12/31/99,2010,855132,14666620,3695,4714358,1340062,347993,20252519,19442306,,0,1443,0,0,0,0,704676,0,740581,47125,4903001,4677646,225355,872663,75686,47,0,0,301041,162787,,408503,1.11,0.84,3973777,3916859,345935
709042,1365620622,12/31/10,62,SRU,45,12/31/99,2010,4407,19658,0,4375793,3856886,52735,4399858,-334360,,0,16875,0,0,0,0,425901,0,4717343,0,2152342,2385987,-233645,-87714,-40,75,0,-360,-234045,-234045,75.39,-222211,-5.31,,-341550,,-222611
709344,1365890423,12/31/10,42,SRL,46,12/31/99,2010,12424,718518,1039423,2460165,1965259,214371,4243952,1298824,,280396,147456,398348,249594,0,0,1438300,0,2164459,249594,4095954,4128470,-32516,431678,-12468,14010,0,484628,439644,273649,51.04,62324,-0.77,21.07,295706,-471541,368489
708979,1365580198,12/31/10,19,SRL,33,12/31/99,2010,23234,149499,2562,3194761,1110449,206786,3373665,5422,,212,0,103549,29086,6246,15706,711178,,3322772,44792,550823,528517,22306,57236,-6299,6453,0,1,16008,3105,,48627,0.66,57.27,-128011,-169873,29426
709468,1366040812,12/31/10,81,SRL,46,12/31/99,2010,28141,231078,310,1769927,560787,247952,2030061,173111,,0,203474,0,0,0,0,606299,0,665001,988475,2070894,2009867,61027,468824,-939,1792,0,7471,67559,53049,,103441,3.01,30.64,1104926,-86418,95463
709731,1366330932,12/31/10,93,SRL,68,12/31/99,2010,0,0,0,1922942,37186,137,1922942,1097217,,0,0,468738,0,0,0,356485,0,825725,0,64487,76756,-12269,-12269,-5161,5161,0,-22589,-40019,-36582,,-12269,-0.64,-3.33,1097217,1097217,-36582
708703,1365320058,12/31/10,5,SRU,62,12/31/99,2010,2920,7937,306856,1607490,1276881,18466,1925229,898785,,0,0,,0,,0,,0,1026439,0,108418,56452,51966,53820,34654,349,0,-1472,85148,80422,,53820,2.7,8.95,581051,581072,82276
709328,1365870227,12/31/10,22,SRL,14,12/31/99,2010,299787,242938,0,2327868,810790,201003,2887571,457570,,2201,171790,760458,501669,0,0,833826,0,1724975,501669,5829503,5849461,-19958,802530,38885,56777,0,26439,45366,4129,,122088,-0.69,0.9,602893,-85155,146175
709537,1366100939,12/31/10,93,SRL,41,12/31/99,2010,1410,810854,376,1510482,35837,20256,2323287,1105716,,0,0,,255759,,,,,958570,258998,379688,251328,128360,151961,-31161,31200,0,-229,96970,70987,,151479,5.52,6.42,551912,293076,94106
709498,1366080016,12/31/10,1,SRL,41,12/31/99,2010,0,2463026,0,129940,92461,37479,2596409,1244436,,97569,0,0,0,0,0,31,0,30405,1216379,392956,106955,286001,345825,-3279,3996,0,0,282722,185153,,345825,11.02,14.88,99535,-1218590,244977
709702,1366310231,12/31/10,23,SRL,25,12/31/99,2010,23000,1565691,0,803185,423333,19436,2392361,1501258,,0,83862,7749,234037,0,0,89339,0,462536,342261,994788,984066,10722,192149,-27651,27655,0,11213,-5716,-10385,,26601,0.45,-0.69,340649,-87433,5494
710154,1366820924,12/31/10,92,SRL,45,12/31/99,2010,0,600835,0,1978067,906247,17716,2586124,142108,,0,189667,622417,313503,0,0,929362,0,1689841,563503,7056196,6912840,143356,738461,-144186,147932,0,-7645,-8475,-39775,,172338,5.54,-27.99,288226,-458727,-10793
4700933,8686670012,12/31/10,1,SRL,68,5/11/12,2010,3490,0,0,1509306,102067,23528,1529205,203846,,250000,0,180422,780507,0,0,79319,0,294852,780507,-558288,321210,-879498,-628103,-42271,42355,0,6820,-914949,-914949,,-878103,-57.51,,1214454,200356,-913554
4516705,1245070063,12/31/10,6,SRL,46,2/7/11,2010,269389,334675,2317,962100,382089,48122,1590363,-1168683,,511,80269,504245,1178226,0,0,866209,0,1435809,1178226,2937821,4214078,-1276257,-634718,-81129,81259,0,-1525,-1358911,-1358911,,-1153932,-80.25,,-473709,,-1236586
709061,1365640190,12/31/10,19,SRL,41,12/31/99,2010,0,0,0,1762713,27297,330842,1800570,83943,,0,0,0,884918,0,0,185616,0,690459,1026168,276429,172443,103986,103986,-17151,17183,0,-62443,24392,15002,,103986,5.78,17.87,1072254,83943,15002
710104,1366720934,12/31/10,93,SRL,82,12/31/99,2010,86738,48,0,4983635,892464,4091171,5081343,4176666,,59734,38117,0,0,0,0,279364,7500,799326,7500,2092512,1797998,294514,749630,62107,1949,0,-5328,351293,228780,62.1,352102,5.8,5.48,4184309,4089880,286368
708873,1365460359,12/31/10,35,SPA,52,12/31/99,2010,226380,4363002,3005,309814,306217,783,4904219,3551591,,603683,232066,280678,0,0,0,99017,0,449555,0,1022380,1216655,-194275,665521,-9674,9700,0,2408,-201541,-309696,,87351,-3.96,-8.72,-139741,-1040796,-28070
708578,1365230430,12/31/10,43,SRL,68,12/31/99,2010,2793,1199960,0,6730135,1472931,52864,8422363,576816,,0,4216,498407,3900179,0,0,1504345,0,3664140,4175854,782359,847528,-65169,90300,-96363,113999,0,-6490,-168022,-143597,,22177,-0.77,-24.89,3065995,-625937,-56251
710266,1366940383,12/31/10,38,SRL,25,12/31/99,2010,3325,82216,16236,3193498,2915650,2843,3295275,58707,,0,273141,776047,0,0,0,1808740,0,2953687,3250,5353217,5284595,68622,1463284,-54187,59638,0,31227,45662,3128,42.07,92655,2.08,5.33,239811,-43070,27161
709133,1365690484,12/31/10,48,SRL,68,12/31/99,2010,1966,4092917,43726,11494740,2928868,431592,15647264,3420637,,741,205065,2308839,7054628,0,0,1411247,0,3908920,8056603,9348348,9651079,-302731,465474,-297462,298130,0,-4759,-604952,-591922,,-165513,-1.93,-17.3,7585820,-717972,-454704
708625,1365290178,12/31/10,17,SPA,45,12/31/99,2010,255380,83375,1556,4291482,1393027,98843,4664373,1490936,,3734,343175,0,0,0,80000,2301186,0,2628367,80000,23402081,23171512,230569,1370961,-24941,26571,0,0,205628,109080,27.69,312660,4.94,7.32,1663115,1150625,191171
708196,1364780427,12/31/10,42,SRL,47,12/31/99,2010,11482,347434,2247,2602596,387663,115665,4078232,12116,,793,249140,593508,1243542,0,0,1680032,0,2477404,1243542,4610753,4456402,154351,915197,-95951,96085,0,-1947,56453,2525,87.73,236755,3.78,20.84,125192,-349047,84929
4538244,2233380985,12/31/10,17,SRL,68,2/9/11,2010,1464,0,0,3219673,1050037,524,3221137,-57982,,0,0,37890,2068300,0,0,728507,0,783319,2495800,279846,282177,-2331,3849,-506,582,0,0,-2837,-3524,,-1675,-0.07,,2436354,,-2868
709890,1366490066,12/31/10,6,SRL,68,12/31/99,2010,0,1287233,0,1045213,241664,803549,2332553,185968,,0,0,0,0,308500,1527821,0,0,585764,1560821,182102,107202,74900,130714,-23744,26756,0,0,51156,33475,,130714,3.21,18,459449,-1101265,89289
708764,1365360336,12/31/10,8,SRL,46,12/31/99,2010,79303,23801,42338,1561921,893625,199177,1768483,202629,,54456,67683,519657,0,0,19511,659943,0,1424013,19511,3094951,2876631,218320,585478,-6534,7098,0,136,211922,121126,,265894,12.35,59.78,137908,57187,168700
708899,1365490620,12/31/10,62,SRL,46,12/31/99,2010,137698,203746,0,1657400,748383,514836,1998844,906509,,0,25655,0,0,88177,0,814760,0,1066680,0,2912885,2639818,273067,516742,11618,7131,0,-69157,215528,106944,-22.07,310134,13.66,11.8,590720,565065,144011
710482,1367200472,12/31/10,47,SRL,68,12/31/99,2010,0,1560013,0,40768,14502,26266,1601950,893756,,0,0,0,678429,0,0,10424,0,27376,679829,107873,63654,44219,82720,-10220,10220,0,462,34461,26034,,82720,2.76,2.91,13392,-666257,64535
708173,1364770568,12/31/10,56,SRL,8,12/31/99,2010,1333,541728,0,955634,690822,12812,1964759,430461,,0,62246,39537,0,0,0,687295,0,1307277,150000,1530655,1456358,74297,405253,-39038,39744,0,8614,43873,14009,,124423,3.78,3.25,-351643,-112600,64135
709623,1366190435,12/31/10,43,SRL,41,12/31/99,2010,6283,127106,3250,2590598,951771,7855,2743610,553475,,61345,98792,47000,0,0,0,265133,0,2029446,0,1644714,1569724,74990,431539,-4585,4616,0,15835,86240,45474,,120924,2.73,8.22,561152,416836,91408
709716,1366320172,12/31/10,17,SRL,41,12/31/99,2010,16968,16099640,0,1977439,214498,6832,18110410,13151954,,45940,0,567971,4070779,0,0,23100,0,714814,4170779,393020,688883,-295863,265722,-142433,142455,0,-1,-438297,-382447,,265722,-1.63,-2.91,1262625,-2964654,179138
4584486,5964730963,12/31/10,3,SRU,32,2/9/11,2010,0,5101275,350,9606553,6941211,237600,14708178,-11359586,,3381388,2823820,4051643,0,0,0,9196515,0,16373953,3488603,38312553,53870205,-15557652,1492046,-371939,408830,-28071,924091,-15033571,-14153745,-1.43,-6599080,-105.78,,-6767400,,-5195173
710334,1367020474,12/31/10,47,SRL,41,12/31/99,2010,4427,64556,12680,1436971,1001398,94278,1536105,87884,,0,58821,527257,0,0,0,755995,0,1389400,0,1584917,1490469,94448,475719,-59397,59397,0,-1355,33696,20768,,133834,6.15,23.63,47571,6221,60154
710003,1366600516,12/31/10,58,SPA,82,12/31/99,2010,241131,1065908,495486,5567550,3169943,1315607,7371629,1434906,,6788,19510,46629,0,1007432,0,4336226,0,5899151,11274,15411944,15370198,41746,400035,149340,2764,0,0,191086,117547,-11.26,175114,0.57,8.19,-331601,-367619,250915
710586,1367290135,12/31/10,97,SRL,28,12/31/99,2010,52099,2522665,7661,4561167,2190322,861604,7149493,5333632,,0,391237,,0,,0,,0,1326376,0,4176613,2630201,1546412,2397211,9283,0,0,21235,1576930,1036241,,1614577,21.63,19.43,3234791,2751207,1104406
708837,1365430931,12/31/10,93,SRL,72,12/31/99,2010,38597,1418323,500,2455287,1144922,6556,3915489,702333,,209403,52192,,,,,,,2492816,458250,2322836,2302715,20121,561913,5641,5584,0,0,25762,-2588,,114542,0.51,-0.37,-37529,-755087,91833
710112,1366760583,12/31/10,58,SRL,51,12/31/99,2010,0,0,32370,15103535,15021557,81978,15135905,14486061,,0,0,0,0,0,0,0,0,16066,0,17214143,3436033,13778110,14972910,0,0,0,-1,13778109,13778109,,13778110,91.03,95.11,15087469,14453691,13778109
708103,1364670123,12/31/10,15,SRL,68,12/31/99,2010,0,2808825,0,256061,247706,8355,3073423,536921,,0,0,281982,1191480,0,0,277952,0,1344858,1191480,84821,67144,17677,41769,-13972,13976,0,0,3705,-808,,41769,0.58,-0.15,-1088797,-2271904,23284
710508,1367210398,12/31/10,37,SRL,47,12/31/99,2010,19336,1141925,27257,3114726,501969,290754,4610252,1109744,,0,143088,378048,172239,0,0,2378658,0,2975557,381863,9610767,9518813,91954,1002781,-21771,23548,0,-1584,68599,5530,31.26,177512,1.99,0.5,139169,-78774,91088
710540,1367250519,12/31/10,51,SRL,47,12/31/99,2010,354511,366208,3723,2735326,132000,80686,3461077,49865,,0,120598,,,,,,,1651460,1620877,3795035,3681903,113132,453095,-80948,81215,0,0,32184,4369,,230912,3.27,8.76,1083866,-674577,122149
708291,1364910099,12/31/10,1,SRU,41,12/31/99,2010,132123,4869,301952,4419551,173054,13846,4858604,-312925,,0,0,3334920,1614743,0,0,131205,0,3493680,1614743,1304988,1272731,32257,45152,-181617,181617,0,1,-149359,-150656,,45152,0.66,,925871,,-137761
709942,1366520581,12/31/10,58,SRL,86,12/31/99,2010,0,1104817,0,561710,486519,61023,1668582,861260,,0,486431,82695,0,0,0,59113,0,320891,0,2986607,2509667,476940,1990800,-19040,19496,0,81,457981,241108,54.19,568495,28.58,27.99,240819,-243557,332663
709725,1366330288,12/31/10,28,SRU,28,12/31/99,2010,2824,476381,0,1056037,802004,42770,1535421,51344,,0,65974,,,,,,,1315591,101946,2076154,2028518,47636,263801,-25865,25956,0,2,21773,2459,,79909,3.1,4.79,-259554,-427861,34732
709120,1365680196,12/31/10,19,SRL,41,12/31/99,2010,0,7787,0,3964502,181720,2782,3972289,67539,,0,0,3527317,0,0,0,131050,0,3901404,0,698641,611799,86842,87361,-76479,76482,0,-3600,6763,-1729,,87361,2.19,-2.56,63098,59752,-1210
709901,1366490090,12/31/10,9,SRU,41,12/31/99,2010,0,55736,0,4303899,1199046,4853,4374331,1372019,,0,0,245987,2680098,0,0,55146,0,320990,2680098,225742,181428,44314,60922,-24545,56119,0,-1879,17890,14235,,60922,1.01,1.04,3982909,1316283,30843
709507,1366080818,12/31/10,81,SRL,46,12/31/99,2010,39931,123780,48001,5608181,4661166,568901,5842644,1290511,,1073,70360,1485040,15428,828,0,2755453,0,4457779,15428,10867441,10013364,854077,1158942,-47244,47874,0,13137,819970,542097,35.39,926268,14.62,42.01,1150402,1078799,614288
710395,1367080353,12/31/10,35,SRL,68,12/31/99,2010,0,1221701,4000,353045,346493,6552,1589719,12070,,0,6879,650000,142208,0,698731,48758,0,717396,846760,219144,171452,47692,102548,-37959,37963,0,-17638,-7905,-39331,-170.72,84525,3,,-364351,-1213631,-2498
710521,1367220280,12/31/10,28,SRL,68,12/31/99,2010,0,2543610,232612,508122,122541,385581,3288877,1527843,,0,11954,137592,1386231,0,0,9045,0,240256,1506231,259885,163919,95966,195282,-51924,54157,0,1,44043,23272,,156596,2.92,1.52,267866,-1248379,83902
708284,1364900462,12/31/10,46,SRL,47,12/31/99,2010,146977,443548,0,1411088,674793,461279,2324307,315732,,0,47899,0,156225,0,0,1622621,0,1756516,194807,4524621,4328683,195938,600444,-8200,15059,0,-1603,186135,105205,,270367,8.43,33.32,-345428,-274793,179634
710495,1367210174,12/31/10,17,SRL,45,12/31/99,2010,28727,3072891,9210,1735619,442554,12191,4856807,1391721,,0,99843,,,,,,,1648299,1676260,7118040,7031170,86870,574386,-75955,76028,0,1,10916,-19601,,134298,1.79,-1.41,87320,-1719107,27827
709617,1366160420,12/31/10,10,SRL,43,12/31/99,2010,16559,191623,9400,7597805,2347865,874161,7826241,1109931,,0,266047,,,,,,,6415108,25403,6533228,6403789,129439,1677771,495007,14098,0,85203,709649,653942,,256681,1.65,58.92,1182697,892349,781184
709587,1366130563,12/31/10,58,SRL,1,12/31/99,2010,126302,3031821,0,1076464,291128,5336,4234587,2295773,,0,1760,499755,0,0,0,143787,0,764725,1165096,97800,256320,-158520,-54599,-27884,27884,0,20030,-166374,-129329,,-84366,-3.74,-5.63,311739,-862350,-55175
